555518202,35000448118,G39114,Compatible,277,0.01%,0.42%,1,,
550098594,305730151207,G39114,Compatible,244,0.01%,0.42%,1,,
564574966,305730164085,G39114,Compatible,149,0.00%,0.42%,1,,
4064326,681131024181,G0163,Compatible,2546,0.06%,0.35%,1,,
560853569,41167058107,G0163,Compatible,2293,0.05%,0.35%,1,,
551236759,310119080160,G0163,Compatible,1870,0.04%,0.35%,1,,
555840807,41167058282,G0163,Compatible,1631,0.04%,0.35%,1,,
4012456,310119056110,G0163,Compatible,1405,0.03%,0.35%,1,,
4049367,41167009109,G0163,Compatible,1342,0.03%,0.35%,1,,
554304751,889894153630,G0163,Compatible,1185,0.03%,0.35%,1,,
4038670,300450170057,G0163,Compatible,739,0.02%,0.35%,1,,
4028248,312843534308,G0163,Compatible,665,0.02%,0.35%,1,,
550559790,312843541207,G0163,Compatible,540,0.01%,0.35%,1,,
519486,883585179497,G0163,Compatible,407,0.01%,0.35%,1,,
566611,882780668225,G0163,Compatible,368,0.01%,0.35%,1,,
4028055,350580534045,G0163,Compatible,326,0.01%,0.35%,1,,
558132803,41167103197,G0163,Compatible,66,0.00%,0.35%,1,,
550579272,681131036818,G4908,Compatible,4479,0.10%,0.33%,1,,
554240129,681131122511,G4908,Compatible,2584,0.06%,0.33%,1,,
552894254,381371161430,G4908,Compatible,2313,0.05%,0.33%,1,,
553565363,74312590955,G4908,Compatible,1787,0.04%,0.33%,1,,
564405318,72959420420,G4908,Compatible,826,0.02%,0.33%,1,,
554032079,681131119795,G4908,Compatible,758,0.02%,0.33%,1,,
4044103,72959550806,G4908,Compatible,726,0.02%,0.33%,1,,
4692417,71249721018,G4908,Compatible,588,0.01%,0.33%,1,,
5993157,71249173169,G4908,Compatible,167,0.00%,0.33%,1,,
4021606,76314302994,G4908,Compatible,145,0.00%,0.33%,1,,
553563476,74312590948,G2887,Compatible,2465,0.06%,0.33%,1,,
555840471,17000068060,G2887,Compatible,2284,0.05%,0.33%,1,,
4065892,45611002043,G2887,Compatible,1801,0.04%,0.33%,1,,
241656,80878044856,G2887,Compatible,1482,0.03%,0.33%,1,,
565295205,839977009200,G2887,Compatible,1213,0.03%,0.33%,1,,
552804534,41608002614,G2887,Compatible,1133,0.03%,0.33%,1,,
855823,46798161400,G2887,Compatible,1035,0.02%,0.33%,1,,
553576727,41167050705,G2887,Compatible,769,0.02%,0.33%,1,,
4083033,631656602630,G2887,Compatible,680,0.02%,0.33%,1,,
554273477,631656606768,G2887,Compatible,536,0.01%,0.33%,1,,
284804,10181033209,G2887,Compatible,454,0.01%,0.33%,1,,
273072,10181040085,G2887,Compatible,320,0.01%,0.33%,1,,
556055382,77071531733,G82856,Compatible,3860,0.09%,0.17%,1,,
1203193,35777005163,G82856,Compatible,1625,0.04%,0.17%,1,,
1203228,35777005187,G82856,Compatible,600,0.01%,0.17%,1,,
1203172,35777005231,G82856,Compatible,536,0.01%,0.17%,1,,
1203249,35777005170,G82856,Compatible,415,0.01%,0.17%,1,,
1203200,35777005224,G82856,Compatible,270,0.01%,0.17%,1,,
1203221,35777005248,G82856,Compatible,84,0.00%,0.17%,1,,
563056301,681131039154,G0903,Compatible,3582,0.08%,0.16%,1,,
563056209,681131039123,G0903,Compatible,3283,0.08%,0.16%,1,,
552209487,681131071734,G5077,Compatible,1946,0.04%,0.10%,1,,
552942161,681131086615,G5077,Compatible,1423,0.03%,0.10%,1,,
4072998,78742442815,G5077,Compatible,979,0.02%,0.10%,1,,
4076196,681131776356,G0085,Compatible,1625,0.04%,0.10%,1,,
4076189,681131769464,G0085,Compatible,1441,0.03%,0.10%,1,,
564130184,41840000027,G0085,Compatible,914,0.02%,0.10%,1,,
551727619,309976017150,G0085,Compatible,345,0.01%,0.10%,1,,
562958726,885306588076,G39272,Compatible,2645,0.06%,0.09%,1,,
556388112,883096524779,G39272,Compatible,1490,0.03%,0.09%,1,,
555055956,22200930130,G7094,Compatible,3183,0.07%,0.07%,1,,
554738171,71249318560,G3348,Compatible,1235,0.03%,0.06%,1,,
554738163,71249318553,G3348,Compatible,1192,0.03%,0.06%,1,,
552019175,78742003269,G0207,Compatible,2163,0.05%,0.05%,1,,
322561,71662069247,G4453,Compatible,1002,0.02%,0.04%,1,,
4058371,307667392876,G4453,Compatible,754,0.02%,0.04%,1,,
307894,884920102019,G39146,Compatible,1339,0.03%,0.04%,1,,
550613456,848061037982,G39146,Compatible,254,0.01%,0.04%,1,,
565206619,848061048247,G39146,Compatible,163,0.00%,0.04%,1,,
550651671,27917022710,G78656,Compatible,843,0.02%,0.04%,1,,
4021498,27917019192,G78656,Compatible,500,0.01%,0.04%,1,,
557649303,681131161824,G78656,Compatible,349,0.01%,0.04%,1,,
555916003,46798771272,G3018,Compatible,1532,0.04%,0.04%,1,,
550465207,37000983262,G3390,Compatible,1427,0.03%,0.03%,1,,
553557367,681131101264,G0366,Compatible,1362,0.03%,0.03%,1,,
550290575,50505725113,G0002,Compatible,1130,0.03%,0.03%,1,,
271872,310158830405,G0048,Compatible,1125,0.03%,0.03%,1,,
550780698,73650814679,G4357,Compatible,1010,0.02%,0.02%,1,,
555742060,300450553201,G19542,Compatible,745,0.02%,0.02%,1,,
556388080,307660747741,G0333,Compatible,679,0.02%,0.02%,1,,
8746586,799366619666,G4374,Compatible,18,0.00%,0.00%,1,,
564484169,799366462750,G4374,Compatible,14,0.00%,0.00%,1,,
554709210,681131069984,G39337,Compatible,4670,0.11%,0.77%,2,,
556735784,42825674219,G39337,Compatible,2841,0.07%,0.77%,2,,
553599327,96506203199,G39337,Compatible,2505,0.06%,0.77%,2,,
550414930,681131034975,G39337,Compatible,1628,0.04%,0.77%,2,,
563410348,11017569855,G39337,Compatible,1501,0.03%,0.77%,2,,
557006541,42825670679,G39337,Compatible,1360,0.03%,0.77%,2,,
2347888,53300046605,G39337,Compatible,1186,0.03%,0.77%,2,,
557006545,42825670655,G39337,Compatible,1156,0.03%,0.77%,2,,
554964154,26438546453,G39337,Compatible,1133,0.03%,0.77%,2,,
550002582,90563551064,G39337,Compatible,1064,0.02%,0.77%,2,,
557006542,42825670662,G39337,Compatible,1023,0.02%,0.77%,2,,
556834675,42825674325,G39337,Compatible,1013,0.02%,0.77%,2,,
551793658,302993934059,G39337,Compatible,993,0.02%,0.77%,2,,
556834670,42825674318,G39337,Compatible,966,0.02%,0.77%,2,,
550559446,43935516925,G39337,Compatible,958,0.02%,0.77%,2,,
554884981,74108143853,G39337,Compatible,870,0.02%,0.77%,2,,
552420584,761253326933,G39337,Compatible,848,0.02%,0.77%,2,,
550559449,43935516963,G39337,Compatible,839,0.02%,0.77%,2,,
4048645,681131297776,G39337,Compatible,831,0.02%,0.77%,2,,
550559450,43935516970,G39337,Compatible,802,0.02%,0.77%,2,,
550559469,43935516819,G39337,Compatible,802,0.02%,0.77%,2,,
550241390,735282102653,G39337,Compatible,697,0.02%,0.77%,2,,
551016474,43935589288,G39337,Compatible,640,0.01%,0.77%,2,,
550559473,43935516765,G39337,Compatible,615,0.01%,0.77%,2,,
550559451,43935516987,G39337,Compatible,538,0.01%,0.77%,2,,
550712243,43935516611,G39337,Compatible,530,0.01%,0.77%,2,,
558133975,50036336123,G39337,Compatible,464,0.01%,0.77%,2,,
1454482,61282069246,G39337,Compatible,286,0.01%,0.77%,2,,
556834685,42825674387,G39337,Compatible,263,0.01%,0.77%,2,,
552806117,43935593148,G39337,Compatible,224,0.01%,0.77%,2,,
550247959,883096416111,G39337,Compatible,69,0.00%,0.77%,2,,
565221872,42825698345,G39337,Compatible,68,0.00%,0.77%,2,,
550246799,883096416135,G39337,Compatible,54,0.00%,0.77%,2,,
552985746,681131779128,G1039,Compatible,3082,0.07%,0.58%,2,,
241783,80878044948,G1039,Compatible,2195,0.05%,0.58%,2,,
551816491,19100194304,G1039,Compatible,2092,0.05%,0.58%,2,,
550509858,80878062201,G1039,Compatible,1899,0.04%,0.58%,2,,
550497966,381519057434,G1039,Compatible,1820,0.04%,0.58%,2,,
564614760,381370016175,G1039,Compatible,1808,0.04%,0.58%,2,,
564614766,381371153497,G1039,Compatible,1620,0.04%,0.58%,2,,
550211009,19100234581,G1039,Compatible,1555,0.04%,0.58%,2,,
550158669,79400193919,G1039,Compatible,1508,0.03%,0.58%,2,,
4678589,70501028100,G1039,Compatible,1234,0.03%,0.58%,2,,
564562295,70501060902,G1039,Compatible,1192,0.03%,0.58%,2,,
4642444,381370036722,G1039,Compatible,1124,0.03%,0.58%,2,,
564614767,381371156863,G1039,Compatible,1065,0.02%,0.58%,2,,
564614765,381370033875,G1039,Compatible,942,0.02%,0.58%,2,,
554587532,19100222571,G1039,Compatible,889,0.02%,0.58%,2,,
4631260,302993921080,G1039,Compatible,878,0.02%,0.58%,2,,
4656177,70501053652,G1039,Compatible,519,0.01%,0.58%,2,,
552873118,681131699990,G0228,Compatible,5891,0.14%,0.55%,2,,
563609971,681131024464,G0228,Compatible,3539,0.08%,0.55%,2,,
4042661,681131187480,G0228,Compatible,2566,0.06%,0.55%,2,,
4048829,325866536488,G0228,Compatible,2525,0.06%,0.55%,2,,
563478364,681131164979,G0228,Compatible,2087,0.05%,0.55%,2,,
553339824,681131297752,G0228,Compatible,2016,0.05%,0.55%,2,,
563478366,681131776370,G0228,Compatible,1886,0.04%,0.55%,2,,
552820445,681131086820,G0228,Compatible,1834,0.04%,0.55%,2,,
553616028,681131106788,G0228,Compatible,1350,0.03%,0.55%,2,,
557654266,681131156912,G0228,Compatible,422,0.01%,0.55%,2,,
562911432,885306587956,G39254,Compatible,3721,0.09%,0.34%,2,,
562911433,885306588052,G39254,Compatible,3036,0.07%,0.34%,2,,
562911385,885306591786,G39254,Compatible,2388,0.05%,0.34%,2,,
562911419,885306587895,G39254,Compatible,1650,0.04%,0.34%,2,,
556114585,42825663350,G39254,Compatible,1397,0.03%,0.34%,2,,
554825019,73161060923,G39254,Compatible,1184,0.03%,0.34%,2,,
556114588,42825663268,G39254,Compatible,638,0.01%,0.34%,2,,
553247974,885306348090,G39254,Compatible,517,0.01%,0.34%,2,,
552638401,885306026646,G39254,Compatible,312,0.01%,0.34%,2,,
216261,70330916104,G39115,Compatible,3080,0.07%,0.33%,2,,
242931,35000551900,G39115,Compatible,1645,0.04%,0.33%,2,,
564028386,48341009115,G39115,Compatible,1284,0.03%,0.33%,2,,
556055140,70330714175,G39115,Compatible,1236,0.03%,0.33%,2,,
551958761,41388000466,G39115,Compatible,1160,0.03%,0.33%,2,,
551959264,72785109438,G39115,Compatible,1076,0.02%,0.33%,2,,
551877366,70330730380,G39115,Compatible,857,0.02%,0.33%,2,,
550575550,35000688231,G39115,Compatible,852,0.02%,0.33%,2,,
553154529,70330732315,G39115,Compatible,679,0.02%,0.33%,2,,
550962216,35000555380,G39115,Compatible,653,0.01%,0.33%,2,,
235421,70330722606,G39115,Compatible,519,0.01%,0.33%,2,,
550713075,35000687425,G39115,Compatible,419,0.01%,0.33%,2,,
556337828,47400659544,G39115,Compatible,310,0.01%,0.33%,2,,
553961748,47400657045,G39115,Compatible,244,0.01%,0.33%,2,,
550075898,70330738256,G39115,Compatible,180,0.00%,0.33%,2,,
4428741,28995204036,G2888,Compatible,2077,0.05%,0.22%,2,,
555693051,603084001200,G2888,Compatible,1643,0.04%,0.22%,2,,
4428758,28995204043,G2888,Compatible,1617,0.04%,0.22%,2,,
551266642,681131053990,G2888,Compatible,1447,0.03%,0.22%,2,,
550322432,681131027113,G2888,Compatible,1258,0.03%,0.22%,2,,
4012347,41167017104,G2888,Compatible,877,0.02%,0.22%,2,,
554394326,886790216209,G2888,Compatible,590,0.01%,0.22%,2,,
554949417,681131071024,G4909,Compatible,3892,0.09%,0.22%,2,,
280478,309978695462,G4909,Compatible,1777,0.04%,0.22%,2,,
258519,309976623818,G4909,Compatible,1019,0.02%,0.22%,2,,
558150895,681131005760,G4909,Compatible,998,0.02%,0.22%,2,,
283998,309978456377,G4909,Compatible,915,0.02%,0.22%,2,,
564195141,681131187282,G4909,Compatible,738,0.02%,0.22%,2,59.27,
553242960,603084433278,G4909,Compatible,38,0.00%,0.22%,2,,
553438392,37000830467,G0925,Compatible,2522,0.06%,0.17%,2,,
554871814,80878180875,G0925,Compatible,1957,0.04%,0.17%,2,,
556784099,381371172696,G0925,Compatible,875,0.02%,0.17%,2,,
556700795,381371172702,G0925,Compatible,767,0.02%,0.17%,2,,
4642840,41167078006,G0925,Compatible,729,0.02%,0.17%,2,,
553282023,41167066393,G0925,Compatible,467,0.01%,0.17%,2,,
562738907,381370044086,G0012,Compatible,2869,0.07%,0.16%,2,,
550031740,381370046660,G0012,Compatible,2359,0.05%,0.16%,2,,
562739138,381370047087,G0012,Compatible,1639,0.04%,0.16%,2,,
555055935,22200941532,G2216,Compatible,2914,0.07%,0.14%,2,,
555135177,17000082394,G2216,Compatible,2213,0.05%,0.14%,2,,
555052186,47400510463,G2216,Compatible,1089,0.02%,0.14%,2,,
551726538,12044040058,G3222,Compatible,2025,0.05%,0.14%,2,,
551726534,12044039939,G3222,Compatible,1577,0.04%,0.14%,2,,
551726536,12044039991,G3222,Compatible,1415,0.03%,0.14%,2,,
554056229,12044041291,G3222,Compatible,1136,0.03%,0.14%,2,,
356717,884920113022,G39147,Compatible,4057,0.09%,0.13%,2,,
557951556,692237084825,G39147,Compatible,629,0.01%,0.13%,2,,
565219673,884920100022,G39147,Compatible,465,0.01%,0.13%,2,,
565219574,884920104037,G39147,Compatible,213,0.00%,0.13%,2,,
556116843,190997000012,G39147,Compatible,203,0.00%,0.13%,2,,
4043317,681131187237,G0049,Compatible,2320,0.05%,0.09%,2,,
4029300,323900003613,G0049,Compatible,948,0.02%,0.09%,2,,
4043295,681131187213,G0049,Compatible,815,0.02%,0.09%,2,,
555213341,631656710403,G7891,Compatible,1120,0.03%,0.09%,2,,
554273481,631656708691,G7891,Compatible,949,0.02%,0.09%,2,,
565167092,810390029181,G7891,Compatible,916,0.02%,0.09%,2,,
565167094,810390029174,G7891,Compatible,904,0.02%,0.09%,2,,
4015629,11017762904,G3391,Compatible,1667,0.04%,0.07%,2,,
553091838,79400343086,G3391,Compatible,817,0.02%,0.07%,2,,
553091830,79400441218,G3391,Compatible,610,0.01%,0.07%,2,,
564671035,616960246800,G4386,Compatible,733,0.02%,0.07%,2,,
552412509,616960078258,G4386,Compatible,617,0.01%,0.07%,2,,
552224851,616960078173,G4386,Compatible,496,0.01%,0.07%,2,,
552354359,799366205272,G4386,Compatible,480,0.01%,0.07%,2,,
562911206,616960221753,G4386,Compatible,342,0.01%,0.07%,2,,
557654773,616960205128,G4386,Compatible,192,0.00%,0.07%,2,,
8731851,799366525196,G4386,Compatible,41,0.00%,0.07%,2,,
553766321,885306355289,G39273,Compatible,611,0.01%,0.04%,2,,
550546773,43935516215,G39273,Compatible,526,0.01%,0.04%,2,,
550546774,43935516222,G39273,Compatible,498,0.01%,0.04%,2,,
1203179,35777005217,G82857,Compatible,701,0.02%,0.03%,2,,
1203186,35777005200,G82857,Compatible,487,0.01%,0.03%,2,,
1203235,35777005149,G82857,Compatible,135,0.00%,0.03%,2,,
1203214,35777005255,G82857,Compatible,60,0.00%,0.03%,2,,
4058433,681131297950,G19548,Compatible,1126,0.03%,0.03%,2,,
4056364,681131732123,G0164,Compatible,1007,0.02%,0.02%,2,,
284199,381370041702,G0865,Compatible,1000,0.02%,0.02%,2,,
4024132,307660745655,G4454,Compatible,747,0.02%,0.02%,2,,
552205902,27917022703,G78657,Compatible,442,0.01%,0.01%,2,,
564561998,71662040246,G0087,Compatible,336,0.01%,0.01%,2,,
550275302,73650809415,G4230,Compatible,80,0.00%,0.00%,2,,
4423801,73650796500,G4230,Compatible,37,0.00%,0.00%,2,,
552020614,73650844843,G4230,Compatible,20,0.00%,0.00%,2,,
564668038,681131176385,G4362,Compatible,93,0.00%,0.00%,2,,
552992123,681131700122,G0030,Compatible,8429,0.19%,5.74%,3,,
556005899,681131129800,G0030,Compatible,5722,0.13%,5.74%,3,,
4067229,681131928236,G0030,Compatible,5698,0.13%,5.74%,3,,
552992125,681131700214,G0030,Compatible,5604,0.13%,5.74%,3,,
564680796,16500564966,G0030,Compatible,4677,0.11%,5.74%,3,,
553598662,681131106795,G0030,Compatible,4415,0.10%,5.74%,3,,
554146314,681131122207,G0030,Compatible,4196,0.10%,5.74%,3,,
562924014,681131837361,G0030,Compatible,3953,0.09%,5.74%,3,,
552992127,681131700047,G0030,Compatible,3728,0.09%,5.74%,3,,
553872443,681131027045,G0030,Compatible,3699,0.08%,5.74%,3,,
554949419,681131070775,G0030,Compatible,3614,0.08%,5.74%,3,,
551039437,381371155675,G0030,Compatible,3591,0.08%,5.74%,3,,
4060855,37000359074,G0030,Compatible,3230,0.07%,5.74%,3,,
564189865,681131170963,G0030,Compatible,3191,0.07%,5.74%,3,,
564606755,78742071862,G0030,Compatible,3124,0.07%,5.74%,3,,
553942361,325866105042,G0030,Compatible,2768,0.06%,5.74%,3,,
554193691,300672035202,G0030,Compatible,2704,0.06%,5.74%,3,,
4089786,681131928427,G0030,Compatible,2565,0.06%,5.74%,3,,
4091917,678112665778,G0030,Compatible,2542,0.06%,5.74%,3,,
552826446,681131078344,G0030,Compatible,2541,0.06%,5.74%,3,,
4089863,300672039248,G0030,Compatible,2540,0.06%,5.74%,3,,
242597,22600210313,G0030,Compatible,2527,0.06%,5.74%,3,,
4022221,681131696128,G0030,Compatible,2517,0.06%,5.74%,3,,
551567603,681131062732,G0030,Compatible,2494,0.06%,5.74%,3,,
551583737,354973311428,G0030,Compatible,2427,0.06%,5.74%,3,,
552808427,323900038493,G0030,Compatible,2363,0.05%,5.74%,3,,
553577429,73010710856,G0030,Compatible,2352,0.05%,5.74%,3,,
564680797,16500564980,G0030,Compatible,2182,0.05%,5.74%,3,,
554238899,681131122290,G0030,Compatible,2084,0.05%,5.74%,3,,
552771022,325866553065,G0030,Compatible,2075,0.05%,5.74%,3,,
4017439,381371150786,G0030,Compatible,1994,0.05%,5.74%,3,,
551703047,312843555198,G0030,Compatible,1965,0.05%,5.74%,3,,
564727774,681131007863,G0030,Compatible,1961,0.04%,5.74%,3,,
553270980,51135813874,G0030,Compatible,1946,0.04%,5.74%,3,,
564265380,681131016827,G0030,Compatible,1942,0.04%,5.74%,3,,
554027203,381371161423,G0030,Compatible,1911,0.04%,5.74%,3,,
564680800,16500564997,G0030,Compatible,1871,0.04%,5.74%,3,,
564680799,16500565000,G0030,Compatible,1840,0.04%,5.74%,3,,
554193673,300672021205,G0030,Compatible,1747,0.04%,5.74%,3,,
551735132,16500088066,G0030,Compatible,1698,0.04%,5.74%,3,,
550393478,13803150506,G0030,Compatible,1681,0.04%,5.74%,3,,
551583735,354973316218,G0030,Compatible,1658,0.04%,5.74%,3,,
4073546,182112313947,G0030,Compatible,1577,0.04%,5.74%,3,,
292407,11509049339,G0030,Compatible,1572,0.04%,5.74%,3,,
550933370,312843024717,G0030,Compatible,1568,0.04%,5.74%,3,,
551625596,16500555353,G0030,Compatible,1566,0.04%,5.74%,3,,
4089954,300672000248,G0030,Compatible,1566,0.04%,5.74%,3,,
552138388,312843558540,G0030,Compatible,1557,0.04%,5.74%,3,,
550125484,681131022453,G0030,Compatible,1540,0.04%,5.74%,3,,
